processed,target
timestamp failed at play nvme v hba device ops timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play ovt verify un install timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play check ip address timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play stat balloon timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play stat host time timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play check inbox driver timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play check os full name timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play check efi firmware timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play cpu hot add basic timestamp task un install package on sled number import error no module named xml fatal localhost ip address failed module failure see stdout stderr for the exact error,testcase
timestamp failed at play go sc cloud init static ip timestamp task get default gateway fatal localhost failed non zero return code when cat,testcase
timestamp failed at play deploy vm efi nvme vmxnet number timestamp task rebuild iso image with un attend install configuration file fatal localhost failed non zero return code when x orr iso timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi nvme vmxnet number,testcase
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task rebuild iso image with un attend install configuration file fatal localhost failed non zero return code when x orr iso timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi para virtual vmxnet number,testcase
timestamp failed at play go sc perl dhcp timestamp task install package on vmware photon os number fatal localhost ip address failed non zero return code when tdnf,testcase
timestamp failed at play ovt verify install timestamp task install packages open vm tools fatal localhost ip address failed non zero return code when tdnf,testcase
timestamp failed at play network device ops timestamp task bring link down for redhat fatal localhost ip address failed non zero return code when nm cli,testcase
timestamp failed at play network device ops timestamp task bring link eth number up fatal localhost ip address failed non zero return code when if down,testcase
timestamp failed at play vmxnet number network device ops timestamp task bring link eth number up fatal localhost ip address failed non zero return code when if down,testcase
timestamp failed at play ovt verify install timestamp task install packages open vm tools library vm tools number fatal localhost ip address failed non zero return code when zypper,testcase
timestamp failed at play lsi logic v hba device ops timestamp task wait for new device to be present task path home worker workspace ansible regression ubuntu number server iso ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number timestamp task guest os un reachable task path home worker workspace ansible regression ubuntu number server iso ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost failed changed false message failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number skip reason host localhost is un reachable un reachable true,testcase
timestamp failed at play vm library main timestamp task execute powershell command c vm library win vm library ps number configuration cleanup files exes delete task path home worker workspace test vm library ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when c vm library win vm library ps number timestamp task fail the task and quit task path home worker workspace test vm library new gos testing internal vm library vm library main yml number fatal localhost failed failed to export windows number b it as vm library template from ip address,testcase
timestamp failed at play lsi logic v hba device ops timestamp task wait for new device to be absent task path home worker workspace ansible regression flatcar ova ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost ip address failed when ls blk,testcase
timestamp failed at play lsi logic v hba device ops timestamp task wait for new device to be absent task path home worker workspace ansible cycle flatcar lts ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost ip address failed when ls blk,testcase
timestamp failed at play check quiesce snapshot timestamp task revert snapshot failed task path home worker workspace ansible regression windows number number ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play environment setup timestamp task enable debug log by default task path home worker workspace ansible regression rhel number x ansible vsphere gos validation environment setup set default variables yml number fatal localhost failed the variable name enable ansible builtin debug is not valid variables must start with a letter or underscore character and contain only letters numbers and underscores,testcase
timestamp failed at play go sc perl dhcp timestamp task revert snapshot failed task path home worker workspace ansible flatcar main ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play go sc cloud init dhcp timestamp task revert snapshot failed task path home worker workspace ansible flatcar main ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play para virtual v hba device ops timestamp task revert snapshot failed task path home worker workspace ansible flatcar main ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play lsi logic sas v hba device ops timestamp task revert snapshot failed task path home worker workspace ansible flatcar main ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play vmxnet number network device ops timestamp task revert snapshot failed task path home worker workspace ansible windows server lts c number ga ide efi ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play memory hot add basic timestamp task revert snapshot failed task path home worker workspace ansible windows server lts c number ga ide efi ansible vsphere gos validation common vm revert snapshot yml number fatal localhost failed revert to snapshot base snapshot failed,testcase
timestamp failed at play cpu multi cores per socket timestamp task set vm power state to shutdown guest task path home worker workspace ansible regression windows number number ansible vsphere gos validation common vm set power state yml number fatal localhost failed timeout while waiting for vm power off,testcase
timestamp failed at play para virtual v hba device ops timestamp task wait for vmware tools collecting guest info task path home worker workspace ansible regression sled number x ansible vsphere gos validation common vm wait guest ip yml number fatal localhost failed hardware configuration table,testcase
timestamp failed at play ovt verify install timestamp task install packages open vm tools task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation linux open vm tools install ovt yml number fatal localhost ip address failed nonzero return code when tdnf timestamp task testing exit due to failure task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case ovt verify install,testcase
timestamp failed at play lsi logic v hba device ops timestamp task wait for new device to be present task path home worker workspace ansible regression ubuntu number server ova ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id timestamp echo ansible tmp hex id timestamp echo tmp ansible tmp hex id timestamp exited with result number timestamp task guest os un reachable task path home worker workspace ansible regression ubuntu number server ova ansible vsphere gos validation linux v hba hot add remove wait device list changed yml number fatal localhost failed changed false message failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id timestamp echo ansible tmp hex id timestamp echo tmp ansible tmp hex id timestamp exited with result number skip reason host localhost is un reachable un reachable true,testcase
timestamp failed at play deploy vm efi sata vmxnet number timestamp task data store file operation task path home worker workspace dw rhel number arm ansible vsphere gos validation common esxi check delete data store file yml number fatal localhost failed failed to query for file iso rhel base os number a arch number boot iso timestamp task testing exit due to failure task path home worker workspace dw rhel number arm ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi sata vmxnet number,testcase
timestamp failed at play deploy vm efi sata vmxnet number timestamp task set vm power state to powered on task path home worker workspace dw rhel number arm ansible vsphere gos validation common vm set power state yml number fatal localhost failed the serial port output file serial timestamp log already exists do you want to replace it with new content or append new content to the end of the file timestamp task testing exit due to failure task path home worker workspace dw rhel number arm ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi sata vmxnet number,testcase
timestamp failed at play win tools complete install verify timestamp task check vm test vm ip address task path home worker workspace ansible cycle windows number number ansible vsphere gos validation common vm get ip yml number fatal localhost failed failed to get vm test vm ip address,testcase
timestamp failed at play go sc sanity static ip timestamp task execute powershell command in windows guest fatal localhost ip address failed non zero return code when remove appx provisioned package timestamp task fetch file c windows temp vmware imc guest cust log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed guest file c windows temp vmware imc guest cust log does not exist file c windows temp vmware imc guest cust log was not found,testcase
timestamp failed at play go sc sanity static ip timestamp task customize windows guest os task path home worker workspace ansible windows number sata efi ansible vsphere gos validation windows guest customization win go sc execution yml number fatal localhost failed customization failed for detailed information see warnings waiting for customization result event timed out timestamp task fetch file c windows temp vmware imc guest cust log from vm guest task path home worker workspace ansible windows number sata efi ansible vsphere gos validation common vm guest file operation yml number exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed failed to fetch file from vm vmware exception vim fault guest operations unavailable dynamic type un set dynamic property vmodl dynamic property message the guest operations agent could not be contacted fault cause un set fault message vmodl localizable message,testcase
timestamp failed at play go sc sanity static ip timestamp task customize windows guest os task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows guest customization win go sc execution yml number fatal localhost failed customization failed for detailed information see warnings waiting for customization result event timed out timestamp task fetch file c windows temp vmware imc guest cust log from vm guest task path home worker workspace ansible cycle windows number number ansible vsphere gos validation common vm guest file operation yml number exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user administrator,testcase
timestamp failed at play vbs enable disable timestamp task check vbs and running security service status task path home worker workspace ansible windows server lts c main lsi logic sas efi ansible vsphere gos validation windows vbs enable disable vbs enable test yml number fatal localhost failed vbs is not running number or h vci is not running number number,testcase
timestamp failed at play vbs enable disable timestamp task check vbs and running security service status task path home worker workspace ansible windows number main nvme efi ansible vsphere gos validation windows vbs enable disable vbs enable test yml number fatal localhost failed vbs is not running number or h vci is not running number number,testcase
timestamp failed at play environment setup timestamp task check variables for new vm settings task path home worker workspace create new vm library template ansible vsphere gos validation environment setup check testing vars yml number fatal localhost failed invalid variables for new vm settings,testcase
timestamp failed at play check inbox driver timestamp task check inbox driver check inbox driver s filename is valid task path home worker workspace ansible regression sles number x ansible vsphere gos validation linux check inbox driver get inbox drivers yml number failed localhost item vmxnet number is library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st invalid inbox driver vmxnet number filename library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st and vmxnet number is library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st failed localhost item vmware vmci is library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st invalid inbox driver vmware vmci filename library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st and vmware vmci is library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st failed localhost item vsock is library modules version id number default kernel net vmware vsock vsock ko z st invalid inbox driver vsock filename library modules version id number default kernel net vmware vsock vsock ko z st and vsock is library modules version id number default kernel net vmware vsock vsock ko z st failed localhost item vmware vsock vmci transport is library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st invalid inbox driver vmware vsock vmci transport filename library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st and vmware vsock vmci transport is library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st failed localhost item vmware vsock virtio transport common is library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st invalid inbox driver vmware vsock virtio transport common filename library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st and vmware vsock virtio transport common is library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st failed localhost item vmware pvscsi is library modules version id number default kernel drivers scsi vmware pvscsi ko z st invalid inbox driver vmware pvscsi filename library modules version id number default kernel drivers scsi vmware pvscsi ko z st and vmware pvscsi is library modules version id number default kernel drivers scsi vmware pvscsi ko z st failed localhost item vmware balloon is library modules version id number default kernel drivers misc vmware balloon ko z st invalid inbox driver vmware balloon filename library modules version id number default kernel drivers misc vmware balloon ko z st and vmware balloon is library modules version id number default kernel drivers misc vmware balloon ko z st failed localhost item vmware gfx is library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st invalid inbox driver vmware gfx filename library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st and vmware gfx is library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st failed localhost item vmware pvrdma is library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st invalid inbox driver vmware pvrdma filename library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st and vmware pvrdma is library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st failed localhost item p tp vmware is library modules version id number default kernel drivers p tp p tp vmware ko z st invalid inbox driver p tp vmware filename library modules version id number default kernel drivers p tp p tp vmware ko z st and p tp vmware is library modules version id number default kernel drivers p tp p tp vmware ko z st,testcase
timestamp failed at play check inbox driver timestamp task check inbox driver check inbox driver s filename is valid task path home worker workspace ansible regression sled number x ansible vsphere gos validation linux check inbox driver get inbox drivers yml number failed localhost item vmxnet number is library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st invalid inbox driver vmxnet number filename library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st and vmxnet number is library modules version id number default kernel drivers net vmxnet number vmxnet number ko z st failed localhost item vmware vmci is library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st invalid inbox driver vmware vmci filename library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st and vmware vmci is library modules version id number default kernel drivers misc vmware vmci vmware vmci ko z st failed localhost item vsock is library modules version id number default kernel net vmware vsock vsock ko z st invalid inbox driver vsock filename library modules version id number default kernel net vmware vsock vsock ko z st and vsock is library modules version id number default kernel net vmware vsock vsock ko z st failed localhost item vmware vsock vmci transport is library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st invalid inbox driver vmware vsock vmci transport filename library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st and vmware vsock vmci transport is library modules version id number default kernel net vmware vsock vmware vsock vmci transport ko z st failed localhost item vmware vsock virtio transport common is library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st invalid inbox driver vmware vsock virtio transport common filename library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st and vmware vsock virtio transport common is library modules version id number default kernel net vmware vsock vmware vsock virtio transport common ko z st failed localhost item vmware pvscsi is library modules version id number default kernel drivers scsi vmware pvscsi ko z st invalid inbox driver vmware pvscsi filename library modules version id number default kernel drivers scsi vmware pvscsi ko z st and vmware pvscsi is library modules version id number default kernel drivers scsi vmware pvscsi ko z st failed localhost item vmware balloon is library modules version id number default kernel drivers misc vmware balloon ko z st invalid inbox driver vmware balloon filename library modules version id number default kernel drivers misc vmware balloon ko z st and vmware balloon is library modules version id number default kernel drivers misc vmware balloon ko z st failed localhost item vmware gfx is library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st invalid inbox driver vmware gfx filename library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st and vmware gfx is library modules version id number default kernel drivers gpu drm vmware gfx vmware gfx ko z st failed localhost item vmware pvrdma is library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st invalid inbox driver vmware pvrdma filename library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st and vmware pvrdma is library modules version id number default kernel drivers infiniband hw vmware pvrdma vmware pvrdma ko z st failed localhost item p tp vmware is library modules version id number default kernel drivers p tp p tp vmware ko z st invalid inbox driver p tp vmware filename library modules version id number default kernel drivers p tp p tp vmware ko z st and p tp vmware is library modules version id number default kernel drivers p tp p tp vmware ko z st,testcase
timestamp failed at play check inbox driver timestamp task check inbox driver check all mandatory inbox drivers exists in ubuntu task path home worker workspace ansible regression ubuntu number server ova ansible vsphere gos validation linux check inbox driver get inbox drivers yml number failed localhost item none unexpected templating type error occurred on mandatory drivers vmware balloon un supported operand type s for list and list,testcase
timestamp failed at play check inbox driver timestamp task check inbox driver check all mandatory inbox drivers exists in ubuntu task path home worker workspace ansible regression ubuntu number server iso ansible vsphere gos validation linux check inbox driver get inbox drivers yml number failed localhost item none unexpected templating type error occurred on mandatory drivers vmware balloon un supported operand type s for list and list,testcase
timestamp failed at play check inbox driver timestamp task check inbox driver check all mandatory inbox drivers exists in oracle linux task path home worker workspace ansible regression oracle linux number x ansible vsphere gos validation linux check inbox driver get inbox drivers yml number failed localhost item none unexpected templating type error occurred on mandatory drivers vmware balloon un supported operand type s for list and list,testcase
timestamp failed at play check quiesce snapshot timestamp task check quiesce snapshot check pre freeze script executed after snapshot take task path home worker workspace ansible windows server lts c main nvme bios ansible vsphere gos validation windows check quiesce snapshot check custom scripts executed yml number fatal localhost failed assertion failed,testcase
timestamp failed at play deploy ubuntu ova timestamp task deploy ubuntu ova configure vm cdrom to client task path home worker workspace ansible ubuntu lts server ova number ga ansible vsphere gos validation common vm configure cdrom yml number fatal localhost failed connection control operation failed for disk sata number number timestamp task deploy ubuntu ova testing exit due to failure task path home worker workspace ansible ubuntu lts server ova number ga ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy ubuntu ova,testcase
timestamp failed at play deploy ubuntu ova timestamp task deploy ubuntu ova configure vm cdrom to client task path home worker workspace ansible ubuntu lts server ova main ansible vsphere gos validation common vm configure cdrom yml number fatal localhost failed connection control operation failed for disk sata number number timestamp task deploy ubuntu ova testing exit due to failure task path home worker workspace ansible ubuntu lts server ova main ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy ubuntu ova,testcase
timestamp failed at play go sc cloud init static ip timestamp task go sc cloud init static ip install package on ubuntu number task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation linux utilities install un install package yml number fatal localhost ip address failed failed to update apt cache unknown reason,testcase
timestamp failed at play go sc cloud init dhcp timestamp task go sc cloud init dhcp install package on ubuntu number task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation linux utilities install un install package yml number fatal localhost ip address failed failed to update apt cache unknown reason,testcase
timestamp failed at play ovt verify status timestamp task check gnome configure file status task path home worker workspace ansible debian number x number b it para virtual vmxnet number bios ansible vsphere gos validation linux utilities enable auto login yml number fatal localhost failed the task includes an option with an un defined variable the error was gdm configuration path is un defined the error appears to be in home worker workspace ansible debian number x number b it para virtual vmxnet number bios ansible vsphere gos validation linux utilities enable auto login yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be name check gnome configure file status here,testcase
timestamp failed at play nvdimm cold add remove timestamp task nvdimm cold add remove set fact of persistent memory disk unique id list task path home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml number fatal localhost failed the task includes an option with an un defined variable the error was item is un defined the error appears to be in home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be win powershell command get physical disk where bus type eq scm select unique id fl name set fact of persistent memory disk unique id list here,testcase
timestamp failed at play nvdimm cold add remove timestamp task nvdimm cold add remove set fact of persistent memory disk unique id list task path home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml number failed localhost item none the task includes an option with an un defined variable the error was list object has no element number the error appears to be in home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be win powershell command get physical disk where bus type eq scm select unique id fl name set fact of persistent memory disk unique id list here,testcase
timestamp failed at play nvdimm cold add remove timestamp task nvdimm cold add remove set fact of persistent memory disk unique id list task path home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml number failed localhost item none the task includes an option with an un defined variable the error was list object has no element number the error appears to be in home worker workspace dw existing ansible vsphere gos validation windows utilities win get pmem disk list yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be win powershell command get physical disk where bus type eq scm select unique id fl out string trim name set fact of persistent memory disk unique id list here,testcase
timestamp failed at play nvdimm cold add remove timestamp task nvdimm cold add remove set fact of the file path to do disk write test task path home worker workspace dw existing ansible vsphere gos validation windows v hba hot add remove create partition raw disk yml number fatal localhost failed the conditional check not test disk controller type nvme and test purpose hot extend failed the error was error while evaluating conditional not test disk controller type nvme and test purpose hot extend test disk controller type is un defined the error appears to be in home worker workspace dw existing ansible vsphere gos validation windows v hba hot add remove create partition raw disk yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be block name set fact of the file path to do disk write test here,testcase
timestamp failed at play vmxnet number network device ops timestamp task vmxnet number network device ops create update network configure file network configuration path task path home worker workspace ansible centos number x nvme vmxnet number efi ansible vsphere gos validation linux network device ops apply new network configuration yml number fatal localhost failed the task includes an option with an un defined variable the error was network configuration template is un defined the error appears to be in home worker workspace ansible centos number x nvme vmxnet number efi ansible vsphere gos validation linux network device ops apply new network configuration yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be create the network configuration file for new network interface name create update network configure file network configuration path here we could be wrong but this one looks like it might be an issue with missing quotes always quote template expression brackets when they start a value for instance with items foo should be written as with items foo,testcase
timestamp failed at play win tools un install verify timestamp task win tools un install verify add a new vmxnet number adapter in vswitch timestamp number page to vm test vm task path home worker workspace ansible windows number lsi logic sas vmxnet number efi ansible vsphere gos validation common vm add network adapter yml number fatal localhost failed unable to find specified network name vlan id vswitch timestamp number page check parameters,testcase
timestamp failed at play nvme v hba device ops timestamp task nvme v hba device ops execute powershell command pnpu til disable device pci ven dev sub system hex id rev number number hex id number number b number task path home worker workspace ansible windows server lts c number ga sata bios ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when pnpu til,targetvm
timestamp failed at play vmxnet number network device ops timestamp task vmxnet number network device ops create update network configure file network configuration path task path home worker workspace ansible centos number x number ga sata efi ansible vsphere gos validation linux network device ops apply new network configuration yml number fatal localhost failed the task includes an option with an un defined variable the error was network configuration template is un defined the error appears to be in home worker workspace ansible centos number x number ga sata efi ansible vsphere gos validation linux network device ops apply new network configuration yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be create the network configuration file for new network interface name create update network configure file network configuration path here we could be wrong but this one looks like it might be an issue with missing quotes always quote template expression brackets when they start a value for instance with items foo should be written as with items foo,testcase
timestamp failed at play nvdimm cold add remove timestamp task nvdimm cold add remove include tasks task path home worker workspace ansible windows server lts c nvme efi ansible vsphere gos validation windows nvdimm cold add remove nvdimm cold add remove yml number fatal localhost failed message the conditional check esxi version is version number or vm hardware version number int number n failed the error was template error while templating string unexpected expected string if esxi version is version number or vm hardware version number int number n true else false end if n n the error appears to be in home worker workspace ansible windows server lts c nvme efi ansible vsphere gos validation windows nvdimm cold add remove nvdimm cold add remove yml line number column number but may n be elsewhere in the file depending on the exact syntax problem n n the offending line appears to be n n skip test no vm tools false n include tasks common skip test case yml n here n,testcase
timestamp failed at play win tools complete install verify timestamp task win tools complete install verify check vmware tools install task status every number seconds task path home worker workspace ansible cycle windows server number number ansible vsphere gos validation windows win tools complete install verify install vm tools yml number fatal localhost failed the task includes an option with an un defined variable the error was dict object has no attribute ansible job id the error appears to be in home worker workspace ansible cycle windows server number number ansible vsphere gos validation windows win tools complete install verify install vm tools yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be minutes number name check vmware tools install task status every number seconds here,testcase
timestamp failed at play lsi logic sas v hba device ops timestamp task lsi logic sas v hba device ops execute powershell command type x test disk write text task path home worker workspace ansible windows server lts c ide bios ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when type,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task deploy vm efi para virtual vmxnet number ansible builtin fail task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation linux deploy vm ubuntu prepare ubuntu iso install yml number fatal localhost failed ubuntu desktop is not supported by now timestamp task deploy vm efi para virtual vmxnet number get specified property info for vm zyh ubuntu version id auto install task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation common vm get configuration yml number fatal localhost failed unable to gather information for non existing vm zyh ubuntu version id auto install,testcase
timestamp failed at play win tools complete install verify timestamp task win tools complete install verify check vmware tools install task status every number seconds task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows win tools complete install verify install vm tools yml number fatal localhost failed the task includes an option with an un defined variable the error was dict object has no attribute ansible job id the error appears to be in home worker workspace ansible cycle windows number number ansible vsphere gos validation windows win tools complete install verify install vm tools yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be minutes number name check vmware tools install task status every number seconds here,testcase
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task deploy vm efi para virtual vmxnet number set fact of ubuntu un attend install file task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation linux deploy vm ubuntu prepare ubuntu iso install yml number fatal localhost failed the conditional check ubuntu install method cloud init failed the error was error while evaluating conditional ubuntu install method cloud init ubuntu install method is un defined the error appears to be in home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation linux deploy vm ubuntu prepare ubuntu iso install yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be name set fact of ubuntu un attend install file here timestamp task deploy vm efi para virtual vmxnet number get specified property info for vm zyh ubuntu version id auto install task path home worker workspace zyh ansible ubuntu existing testbed number ansible vsphere gos validation common vm get configuration yml number fatal localhost failed unable to gather information for non existing vm zyh ubuntu version id auto install,testcase
timestamp failed at play lsi logic sas v hba device ops timestamp task lsi logic sas v hba device ops execute powershell command type w test disk write text task path home worker workspace ansible windows server lts c main lsi logic sas efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when type,targetvm
timestamp failed at play win tools complete install verify timestamp task win tools complete install verify check vmware tools install task status every number seconds task path home worker workspace ansible windows number main para virtual vmxnet number efi ansible vsphere gos validation windows win tools complete install verify install vm tools yml number fatal localhost failed the task includes an option with an un defined variable the error was dict object has no attribute ansible job id the error appears to be in home worker workspace ansible windows number main para virtual vmxnet number efi ansible vsphere gos validation windows win tools complete install verify install vm tools yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be minutes number name check vmware tools install task status every number seconds here,testcase
timestamp failed at play win tools complete install verify timestamp task win tools complete install verify check vmware tools install task status every number seconds task path home worker workspace ansible windows number para virtual efi ansible vsphere gos validation windows win tools complete install verify install vm tools yml number fatal localhost failed the task includes an option with an un defined variable the error was dict object has no attribute ansible job id the error appears to be in home worker workspace ansible windows number para virtual efi ansible vsphere gos validation windows win tools complete install verify install vm tools yml line number column number but may be elsewhere in the file depending on the exact syntax problem the offending line appears to be minutes number name check vmware tools install task status every number seconds here,testcase
timestamp failed at play win tools un install verify timestamp task win tools un install verify add a new vmxnet number adapter in vswitch timestamp number page to vm test vm task path home worker workspace ansible windows server lts c nvme efi ansible vsphere gos validation common vm add network adapter yml number fatal localhost failed unable to find specified network name vlan id vswitch timestamp number page check parameters,testcase
