name,raw,category,processed,priority,target,comment,label
ansible_gosv_logs_FAILURE_Ansible_SLED_15_SP4_67GA-14_logs_failed_tasks_log.0,"2022-01-27 15:34:13,027 | Failed at Play [ovt_verify_install] ************************
2022-01-27 15:34:13,027 | TASK [Uninstall package on SLED 15.4] **********************
task path: /home/worker/workspace/Ansible_SLED_15_SP4_67GA/ansible-vsphere-gos-validation/linux/utils/install_uninstall_package.yml:96
fatal: [localhost -> 10.186.62.199]: FAILED! => Zypper run command failed with return code 7. when /usr/bin/zypper",zypper_failed-20220128,timestamp failed at play ovt verify install timestamp task un install package on sled number fatal localhost ip address failed zypper run command failed with return code number when user bin zypper,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_AlmaLinux_8_x-28_failed_tasks_log.0,"2022-01-28 11:22:48,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 11:22:48,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_RockyLinux_8_x-21_failed_tasks_log.0,"2022-01-28 11:21:39,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 11:21:39,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_AlmaLinux_8_x-30_failed_tasks_log.0,"2022-02-05 04:20:36,005 | Failed at Play [check_os_fullname] *************************
2022-02-05 04:20:36,005 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_AlmaLinux_8_x-31_failed_tasks_log.0,"2022-02-05 15:02:49,005 | Failed at Play [check_os_fullname] *************************
2022-02-05 15:02:49,005 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_AlmaLinux_8_x-38_failed_tasks_log.0,"2022-02-08 01:02:22,008 | Failed at Play [check_os_fullname] *************************
2022-02-08 01:02:22,008 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm_1644278154034' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm number guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_RockyLinux_8_x-23_failed_tasks_log.0,"2022-02-05 05:23:33,005 | Failed at Play [check_os_fullname] *************************
2022-02-05 05:23:33,005 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_RockyLinux_8_x-24_failed_tasks_log.0,"2022-02-05 15:04:13,005 | Failed at Play [check_os_fullname] *************************
2022-02-05 15:04:13,005 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_RockyLinux_8_x-28_failed_tasks_log.0,"2022-02-08 01:04:46,008 | Failed at Play [check_os_fullname] *************************
2022-02-08 01:04:46,008 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm_1644278197925' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm number guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-22_logs_failed_tasks_log.0,"2022-01-26 17:40:52,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 17:40:52,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-23_logs_failed_tasks_log.0,"2022-01-26 20:29:08,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 20:29:08,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-24_logs_failed_tasks_log.0,"2022-01-27 02:48:18,027 | Failed at Play [check_os_fullname] *************************
2022-01-27 02:48:18,027 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-25_logs_failed_tasks_log.0,"2022-01-28 05:37:43,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 05:37:43,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-26_logs_failed_tasks_log.0,"2022-01-28 07:32:04,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 07:32:04,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_AlmaLinux_8_x-27_logs_failed_tasks_log.0,"2022-01-28 08:09:53,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 08:09:53,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_RockyLinux_8_x-16_logs_failed_tasks_log.0,"2022-01-26 17:42:20,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 17:42:20,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_RockyLinux_8_x-17_logs_failed_tasks_log.0,"2022-01-26 20:28:57,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 20:28:57,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_RockyLinux_8_x-18_logs_failed_tasks_log.0,"2022-01-28 05:37:44,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 05:37:44,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_RockyLinux_8_x-19_logs_failed_tasks_log.0,"2022-01-28 07:33:16,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 07:33:16,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_RockyLinux_8_x-20_logs_failed_tasks_log.0,"2022-01-28 08:12:45,028 | Failed at Play [check_os_fullname] *************************
2022-01-28 08:12:45,028 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Cycle_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_AlmaLinux_8_x-33_logs_failed_tasks_log.0,"2022-01-26 08:41:32,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 08:41:32,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Regression_AlmaLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm_1643182591127' guest OS fullname is: 'AlmaLinux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm number guest os full name is alma linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RockyLinux_8_x-31_logs_failed_tasks_log.0,"2022-01-26 09:01:11,026 | Failed at Play [check_os_fullname] *************************
2022-01-26 09:01:11,026 | TASK [Assert Guest OS fullname is either Other 4.x or later Linux (64-bit) or Other 4.x Linux (64-bit)] 
task path: /home/worker/workspace/Ansible_Regression_RockyLinux_8.x/ansible-vsphere-gos-validation/linux/check_os_fullname/validate_os_fullname.yml:17
fatal: [localhost]: FAILED! => ""VM 'test_vm_1643182652989' guest OS fullname is: 'Rocky Linux (64-bit)', not expected 'Other 4.x or later Linux (64-bit)' or 'Other 4.x Linux (64-bit)'""",guestos_fullname-20220128,timestamp failed at play check os full name timestamp task assert guest os full name is either other number x or later linux number b it or other number x linux number b it fatal localhost failed vm test vm number guest os full name is rocky linux number b it not expected other number x or later linux number b it or other number x linux number b it,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_Photon_3_0_ISO-35_logs_failed_tasks_log.0,"2022-01-26 04:51:06,026 | Failed at Play [gosc_perl_dhcp] ****************************
2022-01-26 04:51:06,026 | TASK [Customize Linux guest OS] ****************************
task path: /home/worker/workspace/Ansible_Regression_Photon_3.0_ISO/ansible-vsphere-gos-validation/linux/guest_customization/linux_gosc_execution.yml:4
fatal: [localhost]: FAILED! => Customization failed. For detailed information see warnings Waiting for customization result event timed out.",warn_detail_timeout_20211220,timestamp failed at play go sc perl dhcp timestamp task customize linux guest os fatal localhost failed customization failed for detailed information see warnings waiting for customization result event timed out,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_Photon_3_0_ISO-35_logs_failed_tasks_log.1,"2022-01-26 05:09:34,026 | Failed at Play [gosc_perl_staticip] ************************
2022-01-26 05:09:34,026 | TASK [Customize Linux guest OS] ****************************
task path: /home/worker/workspace/Ansible_Regression_Photon_3.0_ISO/ansible-vsphere-gos-validation/linux/guest_customization/linux_gosc_execution.yml:4
fatal: [localhost]: FAILED! => Customization failed. For detailed information see warnings Waiting for customization result event timed out.",warn_detail_timeout_20211220,timestamp failed at play go sc perl static ip timestamp task customize linux guest os fatal localhost failed customization failed for detailed information see warnings waiting for customization result event timed out,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_RHEL_9_x-14_failed_tasks_log.0,"2022-01-30 05:26:03,030 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-30 05:26:03,030 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_RHEL_9.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-39_failed_tasks_log.0,"2022-01-30 10:01:12,030 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-30 10:01:12,030 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_Windows_10_32-21_failed_tasks_log.0,"2022-01-30 05:23:40,030 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-30 05:23:40,030 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_Windows_10_32/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_Cycle_Windows_Server_2022_64-44_failed_tasks_log.0,"2022-01-30 05:23:40,030 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-30 05:23:40,030 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_Windows_Server_2022_64/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_70U3_PARAVIRTUAL_VMXNET3_BIOS-1_failed_tasks_log.0,"2022-01-29 11:04:43,029 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-29 11:04:43,029 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_SLES_15SP4_70U3_PARAVIRTUAL_VMXNET3_BIOS/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_RHEL_7_x-14_failed_tasks_log.0,"2022-02-05 03:08:25,005 | Failed at Play [testbed_deploy_nimbus] *********************
2022-02-05 03:08:25,005 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_RHEL_7.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_RHEL_9_x-18_failed_tasks_log.0,"2022-02-08 00:18:49,008 | Failed at Play [testbed_deploy_nimbus] *********************
2022-02-08 00:18:49,008 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Cycle_RHEL_9.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_AlmaLinux_8_x-32_logs_failed_tasks_log.0,"2022-01-26 03:20:29,026 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-26 03:20:29,026 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Regression_AlmaLinux_8.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RockyLinux_8_x-30_logs_failed_tasks_log.0,"2022-01-26 03:23:47,026 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-26 03:23:47,026 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Regression_RockyLinux_8.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_SLED_15_x-12_logs_failed_tasks_log.0,"2022-01-26 03:22:50,026 | Failed at Play [testbed_deploy_nimbus] *********************
2022-01-26 03:22:50,026 | TASK [Check nimbus testbed deploy status every 15 seconds] *
task path: /home/worker/workspace/Ansible_Regression_SLED_15.x/newgos_testing_internal/testbed_deploy/deploy_from_dbc_run.yml:15
fatal: [localhost -> wdc-dbc2108.eng.vmware.com]: FAILED! => nimbus-testbeddeploy error",nimbus_testbed_issue_20211220,timestamp failed at play testbed deploy nimbus timestamp task check nimbus testbed deploy status every number seconds fatal localhost wdc eng vmware com failed nimbus testbed deploy error,,,,.
